LoanID,Branch,DisbursementDate,LoanType,SanctionedAmount,OutstandingAmount,DPD,InterestRate,CollateralCoverage,Status
LN-101894,Bhagalpur,2023-11-08,Home,2412436,1938851,0,8.49,1.33,Standard
LN-101895,Danapur,2019-02-07,Agri,502519,327551,0,7.68,0.96,Standard
LN-101896,Kankarbagh,2020-08-18,Auto,573993,396534,0,11.95,1.15,Standard
LN-101897,Danapur,2020-08-26,Personal,94979,67668,0,14.92,0.0,Standard
LN-101898,Danapur,2024-03-14,Personal,122939,116331,0,14.11,0.0,Standard
LN-101899,Patna Main,2020-08-26,Business,1091359,741013,0,12.92,1.15,Standard
LN-101900,Muzaffarpur,2022-04-26,Home,1743482,1421660,0,8.89,1.32,Standard
LN-101901,Muzaffarpur,2019-04-22,Agri,683189,353761,0,8.05,1.13,Standard
LN-101902,Muzaffarpur,2019-06-29,Auto,1060798,827708,0,11.4,1.1,Standard
LN-101903,Bhagalpur,2019-12-12,Business,924711,775868,0,11.8,1.3,Standard
LN-101904,Patna Main,2020-04-27,Personal,248931,99523,0,13.85,0.0,Standard
LN-101905,Danapur,2023-07-26,Home,2064194,1723718,0,9.19,1.23,Standard
LN-101906,Danapur,2022-11-25,Home,1180782,1026161,0,9.52,1.58,Standard
LN-101907,Bhagalpur,2019-12-20,Auto,574415,520221,0,10.21,1.22,Standard
LN-101908,Kankarbagh,2024-08-13,Business,2371265,1227161,0,12.12,1.13,Standard
LN-101909,Danapur,2024-09-07,Business,793886,537006,0,12.02,1.21,Standard
LN-101910,Danapur,2021-05-23,Personal,206261,167867,0,13.99,0.0,Standard
LN-101911,Bhagalpur,2020-06-29,Home,899202,584279,0,8.04,1.61,Standard
LN-101912,Muzaffarpur,2024-10-18,Personal,166850,72613,0,14.7,0.0,Standard
LN-101913,Danapur,2022-02-19,Home,2326865,865930,0,8.13,1.37,Standard
LN-101914,Kankarbagh,2022-07-23,Agri,313538,119592,0,7.65,1.11,Standard
LN-101915,Gaya,2021-10-29,Agri,267042,168965,0,8.49,0.89,Standard
LN-101916,Muzaffarpur,2023-08-08,Auto,580883,403500,0,11.15,1.04,Standard
LN-101917,Muzaffarpur,2021-06-04,Personal,113686,50345,0,13.47,0.0,Standard
LN-101918,Danapur,2023-02-28,Business,2282135,1882742,0,12.26,1.14,Standard
LN-101919,Bhagalpur,2023-03-01,Personal,382163,282337,0,13.94,0.0,Standard
LN-101920,Hajipur,2019-05-24,Home,1249284,789394,0,9.22,1.6,Standard
LN-101921,Danapur,2022-05-03,Home,889263,408432,0,8.64,1.51,Standard
LN-101922,Muzaffarpur,2024-04-23,Personal,486474,382707,0,13.39,0.0,Standard
LN-101923,Boring Road,2019-02-14,Agri,244015,137908,0,8.85,0.92,Standard
LN-101924,Bhagalpur,2023-05-23,Business,1674083,1333189,259,11.92,1.23,NPA
LN-101925,Danapur,2022-01-09,Home,969295,653601,0,8.06,1.31,Standard
LN-101926,Gaya,2020-12-25,Personal,61156,27815,0,13.61,0.0,Standard
LN-101927,Kankarbagh,2020-12-26,Auto,1049879,676737,0,10.88,1.16,Standard
LN-101928,Boring Road,2023-11-08,Home,2083266,1728179,0,8.68,1.3,Standard
LN-101929,Patna Main,2019-10-31,Home,2602652,2450078,465,9.26,1.32,NPA
LN-101930,Kankarbagh,2019-04-08,Home,1950778,769918,0,9.95,1.43,Standard
LN-101931,Kankarbagh,2021-08-14,Personal,402307,169179,0,13.04,0.0,Standard
LN-101932,Danapur,2019-09-05,Business,2408756,1168601,0,11.39,1.03,Standard
LN-101933,Bhagalpur,2023-11-27,Home,2268764,1490506,0,9.5,1.33,Standard
LN-101934,Patna Main,2022-04-29,Business,4139668,2663848,0,12.5,1.16,Standard
LN-101935,Danapur,2024-09-24,Home,1642906,989826,0,9.67,1.34,Standard
LN-101936,Patna Main,2022-09-14,Auto,970427,667202,0,11.38,1.03,Standard
LN-101937,Patna Main,2021-08-17,Home,865899,400255,0,8.71,1.35,Standard
LN-101938,Danapur,2019-01-13,Agri,198713,162517,0,8.45,0.93,Standard
LN-101939,Danapur,2023-12-13,Personal,316906,236171,0,14.98,0.0,Standard
LN-101940,Kankarbagh,2021-01-05,Home,931772,845611,0,8.78,1.24,Standard
LN-101941,Kankarbagh,2019-06-27,Auto,526839,228978,0,12.0,0.95,Standard
LN-101942,Patna Main,2019-07-03,Home,1424147,1186078,0,9.87,1.34,Standard
LN-101943,Gaya,2024-02-06,Home,1425231,820293,0,9.27,1.22,Standard
LN-101944,Danapur,2022-05-12,Home,1935932,1049798,0,8.52,1.41,Standard
LN-101945,Kankarbagh,2025-02-06,Business,3981039,2168242,0,12.0,1.08,Standard
LN-101946,Kankarbagh,2020-06-13,Personal,263767,174501,0,13.24,0.0,Standard
LN-101947,Hajipur,2023-04-23,Business,1856790,1208201,35,12.22,1.15,SMA-1
LN-101948,Hajipur,2022-06-27,Home,2938936,1659562,0,9.93,1.48,Standard
LN-101949,Gaya,2019-12-29,Home,2955376,1107527,0,9.43,1.53,Standard
LN-101950,Kankarbagh,2024-11-30,Personal,166540,116618,0,13.2,0.0,Standard
LN-101951,Gaya,2025-06-30,Auto,499830,215722,20,10.75,1.13,SMA-0
LN-101952,Boring Road,2021-04-19,Auto,856429,737432,461,10.92,1.26,NPA
LN-101953,Hajipur,2023-06-22,Agri,753485,535379,0,8.95,0.87,Standard
LN-101954,Kankarbagh,2024-02-03,Home,1152402,509010,0,8.58,1.38,Standard
LN-101955,Danapur,2021-12-08,Agri,207605,155976,0,8.72,0.96,Standard
LN-101956,Kankarbagh,2022-08-19,Business,3716289,1310526,0,11.39,1.28,Standard
LN-101957,Muzaffarpur,2019-06-22,Personal,134030,56982,0,13.3,0.0,Standard
LN-101958,Kankarbagh,2021-09-13,Business,2413158,1322517,0,11.84,1.21,Standard
LN-101959,Danapur,2022-06-09,Auto,492399,405527,0,11.21,1.14,Standard
LN-101960,Hajipur,2023-01-24,Personal,482378,407078,0,13.64,0.0,Standard
LN-101961,Bhagalpur,2025-02-18,Agri,196071,90383,0,7.66,1.02,Standard
LN-101962,Patna Main,2023-10-21,Home,1428394,1095398,0,8.44,1.32,Standard
LN-101963,Muzaffarpur,2024-05-13,Auto,622316,399457,0,10.37,1.12,Standard
LN-101964,Gaya,2022-01-13,Business,3229891,2562983,292,11.78,1.31,NPA
LN-101965,Gaya,2021-06-23,Auto,967576,439717,0,11.07,1.09,Standard
LN-101966,Danapur,2021-05-25,Personal,241860,130069,0,14.14,0.0,Standard
LN-101967,Bhagalpur,2024-12-07,Personal,443572,358995,0,14.12,0.0,Standard
LN-101968,Muzaffarpur,2025-02-19,Business,3287245,2797315,0,12.02,1.2,Standard
LN-101969,Boring Road,2021-08-25,Agri,172212,107747,0,8.69,1.02,Standard
LN-101970,Gaya,2025-01-05,Business,4552031,2432064,0,11.64,1.14,Standard
LN-101971,Patna Main,2019-04-18,Personal,356536,147395,0,13.22,0.0,Standard
LN-101972,Kankarbagh,2019-07-19,Personal,151578,82601,0,13.52,0.0,Standard
LN-101973,Patna Main,2020-01-19,Auto,678671,576390,0,11.39,1.12,Standard
LN-101974,Hajipur,2023-06-16,Personal,130278,59259,0,13.49,0.0,Standard
LN-101975,Muzaffarpur,2023-01-06,Personal,242826,196312,21,13.54,0.0,SMA-0
LN-101976,Muzaffarpur,2025-03-26,Personal,212740,180676,0,13.7,0.0,Standard
LN-101977,Kankarbagh,2019-09-03,Home,2504735,2227795,0,8.47,1.6,Standard
LN-101978,Muzaffarpur,2020-12-13,Business,1804200,1486838,0,12.09,1.31,Standard
LN-101979,Bhagalpur,2023-05-31,Personal,488032,212117,0,13.61,0.0,Standard
LN-101980,Patna Main,2022-01-17,Business,4959131,2423740,0,11.59,1.23,Standard
LN-101981,Hajipur,2019-02-05,Business,2280645,1432831,0,11.43,1.16,Standard
LN-101982,Kankarbagh,2020-05-14,Auto,1024770,778237,0,10.23,1.02,Standard
LN-101983,Hajipur,2024-09-04,Personal,116531,97778,0,14.78,0.0,Standard
LN-101984,Bhagalpur,2022-12-06,Business,2676337,1397704,0,12.4,1.05,Standard
LN-101985,Patna Main,2019-11-04,Agri,501397,284831,0,8.22,1.14,Standard
LN-101986,Kankarbagh,2025-01-27,Auto,711548,337800,0,10.18,1.04,Standard
LN-101987,Patna Main,2019-04-21,Agri,157484,120887,0,7.5,0.92,Standard
LN-101988,Danapur,2021-11-27,Agri,535812,258848,0,7.78,0.96,Standard
LN-101989,Danapur,2024-05-29,Auto,901890,595364,0,11.83,1.21,Standard
LN-101990,Gaya,2023-01-01,Personal,321521,282623,0,13.89,0.0,Standard
LN-101991,Hajipur,2019-01-04,Business,3848248,3270641,0,11.17,1.06,Standard
LN-101992,Boring Road,2024-08-05,Personal,303288,250518,0,13.67,0.0,Standard
LN-101993,Patna Main,2019-04-01,Agri,358807,125960,0,8.01,1.08,Standard
LN-101994,Hajipur,2019-06-27,Agri,373675,332131,85,8.52,0.9,SMA-2
LN-101995,Kankarbagh,2019-03-05,Business,3701464,3322125,0,11.9,1.19,Standard
LN-101996,Gaya,2019-09-06,Home,2423272,2155383,0,9.35,1.29,Standard
LN-101997,Gaya,2021-09-12,Auto,347486,153886,0,10.35,0.99,Standard
LN-101998,Hajipur,2024-03-08,Agri,267001,140760,0,7.63,1.12,Standard
LN-101999,Kankarbagh,2025-02-11,Business,1653673,1043326,0,11.73,1.12,Standard
LN-102000,Danapur,2022-07-02,Auto,304036,125506,0,10.45,1.26,Standard
